Year	Model	Data	Forcing
2006.083333000	-0.321431583	-5.600000E-01	-8.757047E-01
2006.166667000	-0.281281676	-4.533333E-01	-8.706764E-01
2006.250000000	-0.278065949	-2.333333E-01	-8.656482E-01
2006.333333000	-0.314839345	-2.000000E-02	-8.606199E-01
2006.416667000	-0.361914898	1.233333E-01	-8.555917E-01
2006.500000000	-0.285837181	2.733333E-01	-8.505635E-01
2006.583333000	-0.036486793	4.100000E-01	-4.179745E-01
2006.666667000	0.110782068	5.600000E-01	-4.129467E-01
2006.750000000	0.130262574	6.633333E-01	-4.079190E-01
2006.833333000	0.064630875	7.466667E-01	-4.028912E-01
2006.916667000	-0.031363729	7.033333E-01	-3.978635E-01
2007.000000000	-0.059180728	5.666667E-01	-3.928358E-01
2007.083333000	0.005000189	3.433333E-01	-1.801845E-01
2007.166667000	0.002480205	2.000000E-01	-1.751570E-01
2007.250000000	-0.045993662	6.666667E-02	-1.701296E-01
2007.333333000	-0.081266529	3.000000E-02	-1.651021E-01
2007.416667000	-0.109914030	-3.666667E-02	-1.600746E-01
2007.500000000	-0.164267768	-7.666667E-02	-1.550471E-01
2007.583333000	-0.166297538	-2.766667E-01	-8.526639E-01
2007.666667000	-0.324563641	-5.000000E-01	-8.476357E-01
2007.750000000	-0.522189115	-8.133333E-01	-8.426075E-01
2007.833333000	-0.653554789	-9.866667E-01	-8.375793E-01
2007.916667000	-0.724484221	-1.190000E+00	-8.325511E-01
2008.000000000	-0.738676464	-1.306667E+00	-8.275229E-01
2008.083333000	-0.576232269	-1.356667E+00	-1.370144E+00
2008.166667000	-0.466713760	-1.213333E+00	-1.365115E+00
2008.250000000	-0.378809273	-1.010000E+00	-1.360086E+00
2008.333333000	-0.287249240	-8.200000E-01	-1.355058E+00
2008.416667000	-0.259222242	-6.533333E-01	-1.350029E+00
2008.500000000	-0.315100732	-4.933333E-01	-1.345000E+00
2008.583333000	-0.231262018	-4.233333E-01	-2.120204E+00
2008.666667000	-0.180456321	-4.066667E-01	-2.115175E+00
2008.750000000	-0.160168100	-4.566667E-01	-2.110145E+00
2008.833333000	-0.152404395	-5.466667E-01	-2.105115E+00
2008.916667000	-0.178414373	-6.500000E-01	-2.100086E+00
2009.000000000	-0.263568663	-6.500000E-01	-2.095056E+00
2009.083333000	-0.356699524	-5.266667E-01	-2.051495E+00
2009.166667000	-0.232339398	-3.200000E-01	-2.046465E+00
2009.250000000	-0.024284233	-9.333333E-02	-2.041436E+00
2009.333333000	0.145832290	1.366667E-01	-2.036406E+00
2009.416667000	0.230294256	3.200000E-01	-2.031377E+00
2009.500000000	0.172267384	4.733333E-01	-2.026347E+00
2009.583333000	-0.012158901	5.566667E-01	-1.920840E+00
2009.666667000	0.056831802	7.100000E-01	-1.915811E+00
2009.750000000	0.228408139	9.066667E-01	-1.910781E+00
2009.833333000	0.358488734	1.146667E+00	-1.905752E+00
2009.916667000	0.435399403	1.243333E+00	-1.900723E+00
2010.000000000	0.395144658	1.156667E+00	-1.895693E+00
2010.083333000	0.030267354	1.020000E+00	-1.139832E+00
2010.166667000	-0.152026416	8.500000E-01	-1.134804E+00
2010.250000000	-0.215026127	5.666667E-01	-1.129775E+00
2010.333333000	-0.271187480	1.833333E-01	-1.124747E+00
2010.416667000	-0.318959654	-2.533333E-01	-1.119718E+00
2010.500000000	-0.386239897	-6.600000E-01	-1.114690E+00
2010.583333000	-0.601460403	-1.003333E+00	-8.413365E-01
2010.666667000	-0.784545863	-1.266667E+00	-8.363083E-01
2010.750000000	-0.881741745	-1.363333E+00	-8.312801E-01
2010.833333000	-0.872641448	-1.393333E+00	-8.262519E-01
2010.916667000	-0.747608126	-1.386667E+00	-8.212237E-01
2011.000000000	-0.645116769	-1.256667E+00	-8.161955E-01
2011.083333000	-0.770497561	-1.046667E+00	-6.194439E-01
2011.166667000	-0.649805841	-8.166667E-01	-6.144159E-01
2011.250000000	-0.405688154	-6.533333E-01	-6.093879E-01
2011.333333000	-0.191850470	-5.466667E-01	-6.043600E-01
2011.416667000	-0.068337480	-4.733333E-01	-5.993320E-01
2011.500000000	-0.094451726	-4.900000E-01	-5.943041E-01
2011.583333000	-0.199528476	-5.766667E-01	-1.110494E+00
2011.666667000	-0.288521056	-6.700000E-01	-1.105465E+00
2011.750000000	-0.341616318	-7.233333E-01	-1.100437E+00
2011.833333000	-0.345043133	-8.433333E-01	-1.095408E+00
2011.916667000	-0.318751209	-9.300000E-01	-1.090380E+00
2012.000000000	-0.382664128	-9.233333E-01	-1.085351E+00
2012.083333000	-0.576979224	-7.633333E-01	-1.379361E+00
2012.166667000	-0.568224551	-5.333333E-01	-1.374332E+00
2012.250000000	-0.413729749	-3.866667E-01	-1.369303E+00
2012.333333000	-0.222460446	-2.533333E-01	-1.364274E+00
2012.416667000	-0.082628843	-1.666667E-01	-1.359246E+00
2012.500000000	-0.122590766	2.000000E-02	-1.354217E+00
2012.583333000	-0.296696064	1.666667E-01	-1.705052E+00
2012.666667000	-0.234513051	2.966667E-01	-1.700023E+00
2012.750000000	-0.042984122	3.233333E-01	-1.694994E+00
2012.833333000	0.151964615	2.633333E-01	-1.689965E+00
2012.916667000	0.288740560	1.333333E-01	-1.684936E+00
2013.000000000	0.236640687	-3.666667E-02	-1.679907E+00
2013.083333000	-0.097699193	-1.300000E-01	-1.503094E+00
2013.166667000	-0.185026061	-1.300000E-01	-1.498065E+00
2013.250000000	-0.120166227	-1.000000E-01	-1.493036E+00
2013.333333000	-0.046773749	-8.000000E-02	-1.488007E+00
2013.416667000	0.000645704	-9.666667E-02	-1.482978E+00
2013.500000000	0.000630384	-7.000000E-02	-1.477949E+00
2013.583333000	-0.067157469	-3.000000E-02	-1.370380E+00
2013.666667000	-0.091484642	-1.000000E-02	-1.365351E+00
2013.750000000	-0.137551546	3.666667E-02	-1.360322E+00
2013.833333000	-0.237608714	1.000000E-02	-1.355294E+00
2013.916667000	-0.330482586	-5.000000E-02	-1.350265E+00
2014.000000000	-0.225029409	-7.666667E-02	-1.345236E+00
2014.083333000	0.151809333	4.000000E-02	-1.026818E+00
2014.166667000	0.280792288	2.266667E-01	-1.021789E+00
2014.250000000	0.254941454	3.366667E-01	-1.016761E+00
2014.333333000	0.211031602	3.766667E-01	-1.011733E+00
2014.416667000	0.168729152	3.433333E-01	-1.006704E+00
2014.500000000	0.131552612	3.166667E-01	-1.001676E+00
2014.583333000	0.155122029	3.433333E-01	-1.111818E+00
2014.666667000	0.210920980	4.433333E-01	-1.106789E+00
2014.750000000	0.223090830	6.033333E-01	-1.101761E+00
2014.833333000	0.152649438	6.833333E-01	-1.096732E+00
2014.916667000	0.009905232	7.433333E-01	-1.091704E+00
2015.000000000	-0.052564989	7.533333E-01	-1.086675E+00
2015.083333000	0.214713020	7.700000E-01	-1.185957E+00
2015.166667000	0.484685918	8.733333E-01	-1.180928E+00
2015.250000000	0.628444323	9.166667E-01	-1.175900E+00
2015.333333000	0.652014453	1.013333E+00	-1.170871E+00
2015.416667000	0.557451552	1.020000E+00	-1.165843E+00
2015.500000000	0.367948386	1.046667E+00	-1.160814E+00
2015.583333000	0.304309440	1.070000E+00	-1.613078E+00
2015.666667000	0.497621800	1.120000E+00	-1.608049E+00
2015.750000000	0.700464674	1.300000E+00	-1.603019E+00
2015.833333000	0.781509890	1.430000E+00	-1.597990E+00
2015.916667000	0.725965941	1.476667E+00	-1.592961E+00
2016.000000000	0.564151901	1.380000E+00	-1.587932E+00
2016.083333000	0.431857727	1.260000E+00	-1.708619E+00
2016.166667000	0.456576658	1.110000E+00	-1.703590E+00
2016.250000000	0.452264445	8.866667E-01	-1.698561E+00
2016.333333000	0.340174835	6.533333E-01	-1.693531E+00
2016.416667000	0.157532611	4.400000E-01	-1.688502E+00
2016.500000000	-0.012640538	2.366667E-01	-1.683473E+00
2016.583333000	-0.111846414	3.333333E-02	-1.528281E+00
2016.666667000	-0.161600665	-1.733333E-01	-1.523252E+00
2016.750000000	-0.159088886	-2.766667E-01	-1.518223E+00
2016.833333000	-0.109013008	-2.666667E-01	-1.513194E+00
2016.916667000	-0.031146625	-1.833333E-01	-1.508165E+00
2017.000000000	-0.046796671	-6.666667E-02	-1.503136E+00
2017.083333000	-0.347286712	-4.000000E-02	-1.071792E+00
2017.166667000	-0.438403209	6.666667E-02	-1.066764E+00
2017.250000000	-0.393646164	1.433333E-01	-1.061735E+00
2017.333333000	-0.338158871	2.733333E-01	-1.056707E+00
2017.416667000	-0.271900950	3.066667E-01	-1.051678E+00
2017.500000000	-0.124979277	2.666667E-01	-1.046650E+00
2017.583333000	0.071805442	1.200000E-01	-7.685800E-01
2017.666667000	0.073283099	-1.000000E-02	-7.635519E-01
2017.750000000	-0.067022931	-1.366667E-01	-7.585238E-01
2017.833333000	-0.259939547	-2.066667E-01	-7.534957E-01
2017.916667000	-0.431386971	-2.766667E-01	-7.484675E-01
2018.000000000	-0.383866958	-2.733333E-01	-7.434394E-01
2018.083333000	0.051172174	-2.000000E-01	-7.773639E-01
2018.166667000	0.257588108	-3.666667E-02	-7.723357E-01
2018.250000000	0.312332641	1.266667E-01	-7.673076E-01
2018.333333000	0.324579973	2.533333E-01	-7.622795E-01
2018.416667000	0.252962240	3.066667E-01	-7.572513E-01
2018.500000000	0.073458047	3.633333E-01	-7.522232E-01
2018.583333000	0.016227967	4.533333E-01	-1.195520E+00
2018.666667000	0.223068193	6.200000E-01	-1.190491E+00
2018.750000000	0.458691246	7.366667E-01	-1.185463E+00
2018.833333000	0.595531019	8.466667E-01	-1.180434E+00
2018.916667000	0.607086981	7.333333E-01	-1.175406E+00
2019.000000000	0.537011715	6.866667E-01	-1.170377E+00
2019.083333000	0.554546164	6.166667E-01	-1.584417E+00
2019.166667000	0.519471037	6.433333E-01	-1.579388E+00
2019.250000000	0.424035996	6.366667E-01	-1.574359E+00
2019.333333000	0.324578346	6.566667E-01	-1.569330E+00
2019.416667000	0.234017579	7.033333E-01	-1.564301E+00
2019.500000000	0.127707958	6.666667E-01	-1.559272E+00
2019.583333000	0.101362496	5.900000E-01	-2.058474E+00
2019.666667000	0.183250745	6.366667E-01	-2.053444E+00
2019.750000000	0.253711600	7.500000E-01	-2.048414E+00
2019.833333000	0.243006696	8.366667E-01	-2.043385E+00
2019.916667000	0.152617633	8.433333E-01	-2.038355E+00
2020.000000000	0.123728996	8.233333E-01	-2.033326E+00
2020.083333000	0.325004454	8.000000E-01	-2.044631E+00
2020.166667000	0.334925975	7.100000E-01	-2.039601E+00
2020.250000000	0.201171609	4.966667E-01	-2.034571E+00
2020.333333000	0.043087815	3.266667E-01	-2.029542E+00
2020.416667000	-0.062449658	1.800000E-01	-2.024512E+00
2020.500000000	-0.009338095	8.666667E-02	-2.019483E+00
2020.583333000	0.119529290	-7.000000E-02	-1.524058E+00
2020.666667000	-0.009146306	-3.466667E-01	-1.519029E+00
2020.750000000	-0.249151616	-4.766667E-01	-1.514000E+00
2020.833333000	-0.449495072	-6.100000E-01	-1.508971E+00
2020.916667000	-0.510339688	-7.000000E-01	-1.503942E+00
2021.000000000	-0.328602278	-7.900000E-01	-1.498914E+00
2021.083333000	-0.087947206	-7.400000E-01	-7.736665E-01
2021.166667000	-0.125320194	-5.200000E-01	-7.686384E-01
2021.250000000	-0.270227781	-3.166667E-01	-7.636102E-01
2021.333333000	-0.375274959	-1.333333E-01	-7.585821E-01
2021.416667000	-0.377890983	-8.000000E-02	-7.535540E-01
2021.500000000	-0.243349452	-9.333333E-02	-7.485259E-01
2021.583333000	-0.129091259	-2.066667E-01	-2.559020E-01
2021.666667000	-0.199146791	-3.233333E-01	-2.508745E-01
2021.750000000	-0.297961090	-4.166667E-01	-2.458469E-01
2021.833333000	-0.337439715	-5.200000E-01	-2.408193E-01
2021.916667000	-0.330315080	-4.533333E-01	-2.357918E-01
2022.000000000	-0.285044495	-3.533333E-01	-2.307642E-01
2022.083333000	-0.192493704	-3.300000E-01	-3.814737E-01
2022.166667000	-0.281070165	-4.433333E-01	-3.764460E-01
2022.250000000	-0.453380862	-6.133333E-01	-3.714183E-01
2022.333333000	-0.599300405	-6.300000E-01	-3.663906E-01
2022.416667000	-0.699180758	-6.266667E-01	-3.613629E-01
2022.500000000	-0.713028387	-6.633333E-01	-3.563352E-01
2022.583333000	-0.483771353	-7.500000E-01	-1.048352E+00
2022.666667000	-0.398048617	-8.400000E-01	-1.043324E+00
2022.750000000	-0.413769761	-7.666667E-01	-1.038295E+00
2022.833333000	-0.437461297	-5.700000E-01	-1.033267E+00
